Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Armaan😒,20-03-2021 11:12,00:12:31,,The Bold Type: Season 1: No Feminism in the Champagne Room (Episode 5),,DefaultWidevineAndroidPhone,00:39:17,Not latest view,IN (India)
Armaan😒,20-03-2021 11:02,00:05:44,,The Bold Type: Season 1: No Feminism in the Champagne Room (Episode 5),,DefaultWidevineAndroidPhone,00:26:36,Not latest view,IN (India)
Armaan😒,20-03-2021 09:49,00:02:53,Autoplayed: user action: Unspecified; ,Elite: Season 2: 59 hours missing (Episode 4),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:38:31,Not latest view,IN (India)
Armaan😒,20-03-2021 09:45,00:01:37,Autoplayed: user action: Unspecified; ,Bombay Begums: Season 1: Women Who Run With The Wolves (Episode 1),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:16:22,00:16:22,IN (India)
Armaan😒,20-03-2021 09:37,00:07:02,Autoplayed: user action: Unspecified; ,Elite: Season 2: 59 hours missing (Episode 4),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:35:39,Not latest view,IN (India)
Armaan😒,20-03-2021 09:26,00:02:41,Autoplayed: user action: Unspecified; ,Elite: Season 2: 59 hours missing (Episode 4),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:28:43,Not latest view,IN (India)
Armaan😒,18-03-2021 04:30,00:13:46,,The Big Short,,DefaultWidevineAndroidPhone,00:10:23,Not latest view,IN (India)
Armaan😒,18-03-2021 04:12,00:01:13,,The Big Short,,DefaultWidevineAndroidPhone,00:01:11,Not latest view,IN (India)
Armaan😒,15-03-2021 16:31,00:00:46,Autoplayed: user action: None; ,John Wick_hook_primary_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:46,00:00:46,IN (India)
Armaan😒,15-03-2021 15:07,00:10:00,,Elite: Season 2: 59 hours missing (Episode 4),,Android DefaultWidevineL3Phone Android Phone,00:26:02,Not latest view,IN (India)
Armaan😒,15-03-2021 15:07,00:00:16,,Elite: Season 2: 59 hours missing (Episode 4),,Android DefaultWidevineL3Phone Android Phone,00:16:07,Not latest view,IN (India)
Armaan😒,15-03-2021 14:51,00:15:52,,Elite: Season 2: 59 hours missing (Episode 4),,Android DefaultWidevineL3Phone Android Phone,00:15:55,Not latest view,IN (India)
Armaan😒,15-03-2021 14:27,00:23:22,,Elite: Season 2: 36 hours missing (Episode 3),,Android DefaultWidevineL3Phone Android Phone,00:51:09,00:51:09,IN (India)
Armaan😒,15-03-2021 14:27,00:00:06,,Elite: Season 2: 36 hours missing (Episode 3),,Android DefaultWidevineL3Phone Android Phone,00:27:49,Not latest view,IN (India)
Armaan😒,15-03-2021 10:17,01:19:02,,YES DAY,,Skyworth SW4K-5658-2017 Android TV Smart TV,01:19:49,01:19:49,IN (India)
Armaan😒,15-03-2021 10:16,00:00:09,Autoplayed: user action: None; ,Trailer: Yes Day,TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:09,00:00:09,IN (India)
Armaan😒,14-03-2021 13:19,00:00:08,Autoplayed: user action: None; ,Trailer: A Suitable Boy,TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:08,00:00:08,IN (India)
Armaan😒,14-03-2021 13:19,00:00:05,Autoplayed: user action: None; ,Little Things: Season 1_hook_primary_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:05,00:00:05,IN (India)
Armaan😒,14-03-2021 13:17,00:00:17,Autoplayed: user action: None; ,Riverdale: Season 1_hook_primary_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:17,00:00:17,IN (India)
Armaan😒,14-03-2021 12:56,00:04:47,,Elite: Season 2: 36 hours missing (Episode 3),,Android DefaultWidevineL3Phone Android Phone,00:27:44,Not latest view,IN (India)
Armaan😒,14-03-2021 08:58,00:00:09,,Inside Job,,DefaultWidevineAndroidPhone,00:11:51,00:11:51,IN (India)
Armaan😒,14-03-2021 08:21,00:00:08,,The Da Vinci Code,,DefaultWidevineAndroidPhone,02:13:14,02:13:14,IN (India)
Armaan😒,14-03-2021 08:20,00:00:03,,The Big Short,,DefaultWidevineAndroidPhone,01:54:17,Not latest view,IN (India)
Armaan😒,14-03-2021 08:11,00:00:07,,Part 1 Trailer: Lupin,TRAILER,DefaultWidevineAndroidPhone,00:00:07,00:00:07,IN (India)
Armaan😒,14-03-2021 08:10,00:00:03,,Lupin: Part 1: Chapter 1 (Episode 1),,DefaultWidevineAndroidPhone,00:42:30,00:42:30,IN (India)
Armaan😒,13-03-2021 16:26,02:15:51,Autoplayed: user action: Unspecified; ,Baahubali 2: The Conclusion (Tamil Version),,Skyworth SW4K-5658-2017 Android TV Smart TV,02:41:04,02:41:04,IN (India)
Armaan😒,13-03-2021 08:21,00:00:40,Autoplayed: user action: None; ,Season 1 Clip: Bad Boy Billionaires: India,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:40,00:00:40,IN (India)
Armaan😒,13-03-2021 08:19,00:01:54,Autoplayed: user action: None; ,Season 1 Trailer: Bombay Begums,TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:01:54,00:01:54,IN (India)
Armaan😒,13-03-2021 08:17,00:01:49,Autoplayed: user action: None; ,Yeh Ballet (Trailer),TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:01:49,00:01:49,IN (India)
Armaan😒,13-03-2021 08:16,00:00:21,Autoplayed: user action: None; ,Panipat_hook_03_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:21,00:00:21,IN (India)
Armaan😒,13-03-2021 07:32,00:18:08,,Elite: Season 2: 36 hours missing (Episode 3),,Android DefaultWidevineL3Phone Android Phone,00:22:58,Not latest view,IN (India)
Armaan😒,13-03-2021 07:31,00:00:14,,Elite: Season 2: 34 hours missing (Episode 2),,Android DefaultWidevineL3Phone Android Phone,00:00:24,00:00:24,IN (India)
Armaan😒,13-03-2021 07:26,00:04:24,,Elite: Season 2: 36 hours missing (Episode 3),,Android DefaultWidevineL3Phone Android Phone,00:04:50,Not latest view,IN (India)
Armaan😒,13-03-2021 07:02,00:23:16,,Elite: Season 2: 34 hours missing (Episode 2),,Android DefaultWidevineL3Phone Android Phone,00:45:29,Not latest view,IN (India)
Armaan😒,13-03-2021 06:59,00:02:21,,Elite: Season 2: 34 hours missing (Episode 2),,Android DefaultWidevineL3Phone Android Phone,00:26:13,Not latest view,IN (India)
Armaan😒,13-03-2021 06:49,00:09:53,,Elite: Season 2: 34 hours missing (Episode 2),,Android DefaultWidevineL3Phone Android Phone,00:23:54,Not latest view,IN (India)
Armaan😒,13-03-2021 06:45,00:04:04,,Elite: Season 2: 34 hours missing (Episode 2),,Android DefaultWidevineL3Phone Android Phone,00:12:56,Not latest view,IN (India)
Armaan😒,13-03-2021 06:43,00:00:36,,Elite: Season 2: 34 hours missing (Episode 2),,Android DefaultWidevineL3Phone Android Phone,00:09:24,Not latest view,IN (India)
Armaan😒,13-03-2021 06:33,00:09:18,,Elite: Season 2: 34 hours missing (Episode 2),,Android DefaultWidevineL3Phone Android Phone,00:08:52,Not latest view,IN (India)
Armaan😒,12-03-2021 15:42,00:00:40,Autoplayed: user action: None; ,Baahubali 2: The Conclusion (Hindi Version)_hook_primary_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:40,00:00:40,IN (India)
Armaan😒,12-03-2021 15:11,00:31:12,Autoplayed: user action: Unspecified; ,Baahubali: The Beginning (Hindi Version),,Skyworth SW4K-5658-2017 Android TV Smart TV,02:34:07,Not latest view,IN (India)
Armaan😒,12-03-2021 12:49,00:02:32,,Elite: Season 2: 20 hours missing (Episode 1),,Android DefaultWidevineL3Phone Android Phone,00:49:48,00:49:48,IN (India)
Armaan😒,12-03-2021 12:08,00:41:23,,Elite: Season 2: 20 hours missing (Episode 1),,Android DefaultWidevineL3Phone Android Phone,00:47:24,Not latest view,IN (India)
Armaan😒,12-03-2021 12:03,00:04:43,,Elite: Season 2: 20 hours missing (Episode 1),,Android DefaultWidevineL3Phone Android Phone,00:05:42,Not latest view,IN (India)
Armaan😒,12-03-2021 11:42,00:31:37,Autoplayed: user action: Unspecified; ,Bombay Begums: Season 1: A Room Of One's Own (Episode 6),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:58:22,00:58:22,IN (India)
Armaan😒,12-03-2021 11:34,00:28:26,,Elite: Season 1: Assilah (Episode 8),,Android DefaultWidevineL3Phone Android Phone,00:49:29,00:49:29,IN (India)
Armaan😒,12-03-2021 11:10,00:23:02,,Bombay Begums: Season 1: A Room Of One's Own (Episode 6),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:24:46,Not latest view,IN (India)
Armaan😒,12-03-2021 10:32,00:18:36,,The Bold Type: Season 1: No Feminism in the Champagne Room (Episode 5),,DefaultWidevineAndroidPhone,00:20:57,Not latest view,IN (India)
Armaan😒,12-03-2021 10:31,00:01:27,,The Bold Type: Season 1: If You Can't Do It With Feeling (Episode 4),,DefaultWidevineAndroidPhone,00:41:34,00:41:34,IN (India)
Armaan😒,12-03-2021 10:24,00:45:27,,Bombay Begums: Season 1: The Golden Notebook (Episode 5),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:46:55,00:46:55,IN (India)
Armaan😒,12-03-2021 10:12,00:01:07,,The Bold Type: Season 1: If You Can't Do It With Feeling (Episode 4),,DefaultWidevineAndroidPhone,00:39:27,Not latest view,IN (India)
Armaan😒,12-03-2021 10:08,00:00:07,,The Bold Type: Season 1_hook_01_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:06,Not latest view,IN (India)
Armaan😒,12-03-2021 10:08,00:00:40,,The Bold Type: Season 1_hook_01_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:40,Not latest view,IN (India)
Armaan😒,12-03-2021 09:55,00:29:13,Autoplayed: user action: Unspecified; ,Bombay Begums: Season 1: The Bell Jar (Episode 4),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:35:33,00:35:33,IN (India)
Armaan😒,12-03-2021 09:20,00:35:47,,The Bold Type: Season 1: If You Can't Do It With Feeling (Episode 4),,DefaultWidevineAndroidPhone,00:38:08,Not latest view,IN (India)
Armaan😒,12-03-2021 09:13,00:00:32,,The Bold Type: Season 1_hook_01_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:32,Not latest view,IN (India)
Armaan😒,12-03-2021 08:15,00:00:58,,The Bold Type: Season 1_hook_04_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:58,Not latest view,IN (India)
Armaan😒,12-03-2021 07:52,00:15:50,,Elite: Season 1: Assilah (Episode 8),,Android DefaultWidevineL3Phone Android Phone,00:16:15,Not latest view,IN (India)
Armaan😒,12-03-2021 07:52,00:00:15,,Elite: Season 1: Assilah (Episode 8),,Android DefaultWidevineL3Phone Android Phone,00:00:25,Not latest view,IN (India)
Armaan😒,12-03-2021 07:43,00:08:25,,Elite: Season 1: Everything Explodes (Episode 7),,Android DefaultWidevineL3Phone Android Phone,00:45:01,00:45:01,IN (India)
Armaan😒,12-03-2021 07:29,00:14:36,,Elite: Season 1: Everything Explodes (Episode 7),,Android DefaultWidevineL3Phone Android Phone,00:36:38,Not latest view,IN (India)
Armaan😒,12-03-2021 07:08,00:20:33,,Elite: Season 1: Everything Explodes (Episode 7),,Android DefaultWidevineL3Phone Android Phone,00:21:41,Not latest view,IN (India)
Armaan😒,12-03-2021 07:08,00:00:15,,Elite: Season 1: Everything Explodes (Episode 7),,Android DefaultWidevineL3Phone Android Phone,00:00:29,Not latest view,IN (India)
Armaan😒,12-03-2021 06:21,00:46:46,,Elite: Season 1: Everything Will Be Okay (Episode 6),,Android DefaultWidevineL3Phone Android Phone,00:47:11,00:47:11,IN (India)
Armaan😒,12-03-2021 05:35,00:45:47,,Elite: Season 1: Everyone Lies (Episode 5),,Android DefaultWidevineL3Phone Android Phone,00:46:57,00:46:57,IN (India)
Armaan😒,11-03-2021 18:45,00:17:45,,Elite: Season 1: Love is a Drug (Episode 4),,Android DefaultWidevineL3Phone Android Phone,00:46:00,00:46:00,IN (India)
Armaan😒,11-03-2021 18:19,00:26:43,,Elite: Season 1: Love is a Drug (Episode 4),,Android DefaultWidevineL3Phone Android Phone,00:27:44,Not latest view,IN (India)
Armaan😒,11-03-2021 17:59,00:20:03,,Elite: Season 1: Saturday Night (Episode 3),,Android DefaultWidevineL3Phone Android Phone,00:51:31,00:51:31,IN (India)
Armaan😒,11-03-2021 17:57,00:00:25,,Elite: Season 1: Saturday Night (Episode 3),,Android DefaultWidevineL3Phone Android Phone,00:31:30,Not latest view,IN (India)
Armaan😒,11-03-2021 17:57,00:00:02,,Elite: Season 1: Desire (Episode 2),,Android DefaultWidevineL3Phone Android Phone,00:00:02,00:00:02,IN (India)
Armaan😒,11-03-2021 17:34,00:22:51,,Elite: Season 1: Saturday Night (Episode 3),,Android DefaultWidevineL3Phone Android Phone,00:31:49,Not latest view,IN (India)
Armaan😒,11-03-2021 17:34,00:00:06,,Elite: Season 1: Desire (Episode 2),,Android DefaultWidevineL3Phone Android Phone,00:49:22,Not latest view,IN (India)
Armaan😒,11-03-2021 17:00,00:00:09,,The Bold Type: Season 1: If You Can't Do It With Feeling (Episode 4),,DefaultWidevineAndroidPhone,00:00:07,Not latest view,IN (India)
Armaan😒,11-03-2021 16:36,00:09:35,,Elite: Season 1: Saturday Night (Episode 3),,Android DefaultWidevineL3Phone Android Phone,00:09:49,Not latest view,IN (India)
Armaan😒,11-03-2021 16:35,00:17:29,,The Bold Type: Season 1: The Woman Behind the Clothes (Episode 3),,DefaultWidevineAndroidPhone,00:40:13,00:40:13,IN (India)
Armaan😒,11-03-2021 16:30,00:05:30,,Elite: Season 1: Desire (Episode 2),,Android DefaultWidevineL3Phone Android Phone,00:47:41,Not latest view,IN (India)
Armaan😒,11-03-2021 16:00,00:28:18,,Elite: Season 1: Desire (Episode 2),,Android DefaultWidevineL3Phone Android Phone,00:42:16,Not latest view,IN (India)
Armaan😒,11-03-2021 15:48,00:07:25,,Elite: Season 1: Desire (Episode 2),,Android DefaultWidevineL3Phone Android Phone,00:13:03,Not latest view,IN (India)
Armaan😒,11-03-2021 15:31,00:05:22,Autoplayed: user action: Unspecified; ,Elite: Season 1: Desire (Episode 2),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:05:37,Not latest view,IN (India)
Armaan😒,11-03-2021 15:24,00:04:40,,Bombay Begums: Season 1: The Bell Jar (Episode 4),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:06:20,Not latest view,IN (India)
Armaan😒,11-03-2021 15:04,00:18:35,Autoplayed: user action: Unspecified; ,Bombay Begums: Season 1: The Color Purple (Episode 3),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:41:58,00:41:58,IN (India)
Armaan😒,11-03-2021 14:15,00:46:58,Autoplayed: user action: Unspecified; ,Elite: Season 1: Welcome (Episode 1),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:53:32,00:53:32,IN (India)
Armaan😒,11-03-2021 12:46,00:00:33,,Bombay Begums: Season 1: The Color Purple (Episode 3),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:33,Not latest view,IN (India)
Armaan😒,11-03-2021 12:45,00:00:05,,Bombay Begums: Season 1: Love (Episode 2),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:42,00:00:42,IN (India)
Armaan😒,11-03-2021 12:44,00:00:02,Autoplayed: user action: None; ,Bombay Begums: Season 1: Women Who Run With The Wolves (Episode 1),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:02,Not latest view,IN (India)
Armaan😒,11-03-2021 12:19,00:16:17,,The Bold Type: Season 1: The Woman Behind the Clothes (Episode 3),,DefaultWidevineAndroidPhone,00:18:06,Not latest view,IN (India)
Armaan😒,11-03-2021 11:30,00:29:33,,The Bold Type: Season 1: O Hell No (Episode 2),,DefaultWidevineAndroidPhone,00:41:21,00:41:21,IN (India)
Armaan😒,11-03-2021 11:11,00:07:10,,The Bold Type: Season 1: O Hell No (Episode 2),,DefaultWidevineAndroidPhone,00:07:30,Not latest view,IN (India)
Armaan😒,11-03-2021 10:20,00:45:04,,The Bold Type: Season 1: Pilot (Episode 1),,DefaultWidevineAndroidPhone,00:45:21,00:45:21,IN (India)
Armaan😒,11-03-2021 10:20,00:00:09,,The Bold Type: Season 1_hook_03_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:07,00:00:07,IN (India)
Armaan😒,11-03-2021 09:46,00:32:27,,Bombay Begums: Season 1: A Room Of One's Own (Episode 6),,DefaultWidevineAndroidPhone,00:58:16,Not latest view,IN (India)
Armaan😒,11-03-2021 09:02,00:00:04,Autoplayed: user action: None; ,GINNYANDGEORGIA_S1_CLIP_CLIFFHANGER,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:04,00:00:04,IN (India)
Armaan😒,11-03-2021 07:00,00:10:17,,Bombay Begums: Season 1: A Room Of One's Own (Episode 6),,DefaultWidevineAndroidPhone,00:22:51,Not latest view,IN (India)
Armaan😒,11-03-2021 06:46,00:02:12,,Bombay Begums: Season 1: A Room Of One's Own (Episode 6),,DefaultWidevineAndroidPhone,00:10:12,Not latest view,IN (India)
Armaan😒,10-03-2021 19:33,00:06:30,,Bombay Begums: Season 1: A Room Of One's Own (Episode 6),,DefaultWidevineAndroidPhone,00:07:49,Not latest view,IN (India)
Armaan😒,10-03-2021 18:48,00:41:54,,Bombay Begums: Season 1: The Golden Notebook (Episode 5),,DefaultWidevineAndroidPhone,00:46:52,Not latest view,IN (India)
Armaan😒,10-03-2021 18:48,00:00:13,,Bombay Begums: Season 1: The Bell Jar (Episode 4),,DefaultWidevineAndroidPhone,00:35:30,Not latest view,IN (India)
Armaan😒,10-03-2021 17:21,00:31:11,,Bombay Begums: Season 1: The Bell Jar (Episode 4),,DefaultWidevineAndroidPhone,00:35:18,Not latest view,IN (India)
Armaan😒,10-03-2021 17:00,00:11:23,,Bombay Begums: Season 1: The Color Purple (Episode 3),,DefaultWidevineAndroidPhone,00:41:56,Not latest view,IN (India)
Armaan😒,10-03-2021 17:00,00:00:05,,Season 1 Trailer: Bombay Begums,TRAILER,DefaultWidevineAndroidPhone,00:00:05,Not latest view,IN (India)
Armaan😒,10-03-2021 16:38,00:14:39,,Zindagi in Short: Season 1: Swaaha (Episode 7),,DefaultWidevineAndroidPhone,00:15:26,00:15:26,IN (India)
Armaan😒,10-03-2021 16:31,00:05:58,,Zindagi in Short: Season 1: Thappad (Episode 6),,DefaultWidevineAndroidPhone,00:15:20,00:15:20,IN (India)
Armaan😒,10-03-2021 16:22,00:09:10,,Zindagi in Short: Season 1: Chhaju Ke Dahi Bhalle (Episode 5),,DefaultWidevineAndroidPhone,00:12:32,00:12:32,IN (India)
Armaan😒,10-03-2021 16:12,00:09:17,,Zindagi in Short: Season 1: Nano So Phobia (Episode 4),,DefaultWidevineAndroidPhone,00:10:35,00:10:35,IN (India)
Armaan😒,10-03-2021 16:12,00:00:09,,Zindagi in Short: Season 1: Nano So Phobia (Episode 4),,DefaultWidevineAndroidPhone,00:00:56,Not latest view,IN (India)
Armaan😒,10-03-2021 15:35,00:43:16,,Baahubali: The Beginning (Hindi Version),,Skyworth SW4K-5658-2017 Android TV Smart TV,02:03:01,Not latest view,IN (India)
Armaan😒,10-03-2021 14:53,00:40:26,,Baahubali: The Beginning (Hindi Version),,Skyworth SW4K-5658-2017 Android TV Smart TV,01:21:49,Not latest view,IN (India)
Armaan😒,10-03-2021 14:30,00:22:07,,Baahubali: The Beginning (Hindi Version),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:32:45,Not latest view,IN (India)
Armaan😒,10-03-2021 04:12,00:00:42,Autoplayed: user action: Unspecified; ,Elite: Season 1: Welcome (Episode 1),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:04:58,Not latest view,IN (India)
Armaan😒,09-03-2021 15:12,00:00:05,Autoplayed: user action: None; ,Zindagi in Short: Season 1_hook_02_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:05,00:00:05,IN (India)
Armaan😒,09-03-2021 15:06,00:05:02,,Elite: Season 1: Welcome (Episode 1),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:05:15,Not latest view,IN (India)
Armaan😒,09-03-2021 15:06,00:00:04,Autoplayed: user action: None; ,Elite: Season 2 (Trailer),TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:04,Not latest view,IN (India)
Armaan😒,09-03-2021 15:06,00:00:07,Autoplayed: user action: None; ,Vikings: Season 1_hook_primary_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:07,Not latest view,IN (India)
Armaan😒,09-03-2021 15:05,00:01:13,Autoplayed: user action: None; ,Trailer: Bombay Rose,TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:01:13,00:01:13,IN (India)
Armaan😒,09-03-2021 15:03,00:00:54,Autoplayed: user action: None; ,Keeping Up with the Kardashians: Season 1_hook_05_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:54,00:00:54,IN (India)
Armaan😒,09-03-2021 15:03,00:00:05,Autoplayed: user action: Unspecified; ,Zindagi in Short: Season 1: Nano So Phobia (Episode 4),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:03,Not latest view,IN (India)
Armaan😒,09-03-2021 15:02,00:00:58,Autoplayed: user action: None; ,Trailer: Crime Scene: The Vanishing at the Cecil Hotel,TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:58,00:00:58,IN (India)
Armaan😒,09-03-2021 13:21,00:02:11,,Trailer: Yes Day,TRAILER,DefaultWidevineAndroidPhone,00:02:11,Not latest view,IN (India)
Armaan😒,09-03-2021 13:20,00:00:27,,Teaser: Pagglait,TEASER_TRAILER,DefaultWidevineAndroidPhone,00:00:26,Not latest view,IN (India)
Armaan😒,09-03-2021 13:19,00:00:26,,Zindagi in Short: Season 1_hook_02_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:26,Not latest view,IN (India)
Armaan😒,09-03-2021 13:18,00:01:00,,Zindagi in Short: Season 1: Nano So Phobia (Episode 4),,DefaultWidevineAndroidPhone,00:01:30,Not latest view,IN (India)
Armaan😒,09-03-2021 13:00,00:16:36,,Zindagi in Short: Season 1: Sunny Side Upar (Episode 3),,DefaultWidevineAndroidPhone,00:17:04,00:17:04,IN (India)
Armaan😒,09-03-2021 12:39,00:20:21,,Zindagi in Short: Season 1: Sleeping Partner (Episode 2),,DefaultWidevineAndroidPhone,00:21:08,00:21:08,IN (India)
Armaan😒,09-03-2021 12:17,00:13:08,,Zindagi in Short: Season 1: Pinni (Episode 1),,DefaultWidevineAndroidPhone,00:15:36,00:15:36,IN (India)
Armaan😒,09-03-2021 12:04,00:02:38,,Zindagi in Short: Season 1: Pinni (Episode 1),,DefaultWidevineAndroidPhone,00:02:31,Not latest view,IN (India)
Armaan😒,09-03-2021 12:04,00:00:08,,Zindagi in Short: Season 1_hook_02_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:08,Not latest view,IN (India)
Armaan😒,09-03-2021 11:56,00:08:04,Autoplayed: user action: Unspecified; ,Crime Scene: The Vanishing at the Cecil Hotel: Season 1: Lost in Los Angeles (Episode 1),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:08:04,00:08:04,IN (India)
Armaan😒,09-03-2021 11:55,00:00:49,Autoplayed: user action: None; ,Indoo Ki Jawani_hook_03_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:49,00:00:49,IN (India)
Armaan😒,09-03-2021 11:54,00:00:14,Autoplayed: user action: None; ,Interstellar_hook_primary_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:14,00:00:14,IN (India)
Armaan😒,09-03-2021 11:53,00:00:05,Autoplayed: user action: None; ,Crazy Rich Asians_hook_primary_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:05,00:00:05,IN (India)
Armaan😒,09-03-2021 11:53,00:00:38,Autoplayed: user action: None; ,The Perfect Date (Trailer),TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:38,00:00:38,IN (India)
Armaan😒,09-03-2021 11:52,00:00:11,Autoplayed: user action: None; ,The Dictator_hook_primary_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:11,00:00:11,IN (India)
Armaan😒,09-03-2021 11:51,00:00:50,Autoplayed: user action: None; ,Trailer: Work It,TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:50,Not latest view,IN (India)
Armaan😒,09-03-2021 11:50,00:00:39,Autoplayed: user action: Unspecified; ,Rush Hour,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:01:32,00:01:32,IN (India)
Armaan😒,09-03-2021 11:48,00:00:23,Autoplayed: user action: Unspecified; ,Masaan,,Skyworth SW4K-5658-2017 Android TV Smart TV,01:46:06,01:46:06,IN (India)
Armaan😒,09-03-2021 11:47,00:00:20,Autoplayed: user action: None; ,Teaser: Paava Kadhaigal,TEASER_TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:20,00:00:20,IN (India)
Armaan😒,09-03-2021 11:46,00:00:14,Autoplayed: user action: None; ,Kim's Convenience: Season 1_hook_primary_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:14,00:00:14,IN (India)
Armaan😒,09-03-2021 11:46,00:00:09,Autoplayed: user action: None; ,A Suitable Boy: Limited Series: Episode 1,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:09,00:00:09,IN (India)
Armaan😒,09-03-2021 11:39,00:18:39,,Indoo Ki Jawani,,DefaultWidevineAndroidPhone,00:36:42,00:36:42,IN (India)
Armaan😒,09-03-2021 11:37,00:01:42,,Season 1 Trailer: Dark Desire,TRAILER,DefaultWidevineAndroidPhone,00:01:42,00:01:42,IN (India)
Armaan😒,09-03-2021 11:36,00:00:53,,GINNYANDGEORGIA_S1_CLIP_CLIFFHANGER,HOOK,DefaultWidevineAndroidPhone,00:00:53,Not latest view,IN (India)
Armaan😒,09-03-2021 10:52,00:00:02,Autoplayed: user action: None; ,College Romance: Season 1: The Hint (Episode 1),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:02,00:00:02,IN (India)
Armaan😒,09-03-2021 10:49,00:01:16,Autoplayed: user action: Unspecified; ,John Wick,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:01:16,00:01:16,IN (India)
Armaan😒,09-03-2021 10:48,00:00:06,Autoplayed: user action: None; ,Trailer: Raat Akeli Hai,TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:06,00:00:06,IN (India)
Armaan😒,09-03-2021 10:47,00:01:08,Autoplayed: user action: None; ,Sir_hook_04_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:01:08,Not latest view,IN (India)
Armaan😒,09-03-2021 10:47,00:00:08,Autoplayed: user action: None; ,Indoo Ki Jawani_hook_03_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:08,Not latest view,IN (India)
Armaan😒,09-03-2021 10:29,00:16:30,,Moxie,,Skyworth SW4K-5658-2017 Android TV Smart TV,01:44:48,01:44:48,IN (India)
Armaan😒,09-03-2021 09:32,00:25:33,,Moxie,,Skyworth SW4K-5658-2017 Android TV Smart TV,01:28:18,Not latest view,IN (India)
Armaan😒,09-03-2021 09:31,00:00:31,Autoplayed: user action: Unspecified; ,Moxie,,Skyworth SW4K-5658-2017 Android TV Smart TV,01:02:21,Not latest view,IN (India)
